,QualiteRect,QualiteCercle
2,0.33638460527567937,0.24372178473538475
3,0.2797912094430275,0.14673930056615947
4,0.2990467964894761,0.15328670001824474
5,0.2956632266768229,0.1532642228231631
6,0.3121015035533552,0.11370799727027658
7,0.30120905416184107,0.13256971230181502
8,0.29059618985480684,0.1800048376877348
9,0.3124690208504153,0.21128377477097748
10,0.30729324760617005,0.2622488543783932
11,0.32238894666468587,0.3234559974438729
12,0.2650702650111614,0.3327769736796986
13,0.37955113145701214,0.14364906160413637
14,0.2828478728113206,0.26444161945897227
15,0.2959929648151931,0.24241049708618245
16,0.3397068312143876,0.15344091456375675
17,0.3007088014730199,0.1800733941768431
18,0.3165777087133752,0.09832280965850293
19,0.28090586586009025,0.16714876432235215
20,0.2507579038544825,0.1703964025164897
21,0.3492158893368347,0.13883750408083606
22,0.28914593640396724,0.2749672143772166
23,0.34443207801098086,0.27809022768529035
24,0.3040734831480931,0.32123770109057737
25,0.3389327796802113,0.19823321602121546
26,0.35352400133066,0.11856550061416615
27,0.289605842473581,0.3223888979542071
28,0.3422289640889624,0.21096202565807953
29,0.31732528945988947,0.1441387078437828
30,0.2855189820170365,0.23099949808345444
31,0.3464536049944782,0.20188984063410453
32,0.2286926446852664,0.18228772549760586
33,0.36429856115107917,0.13006929985244353
34,0.35922015224451775,0.2715883625277944
35,0.2834469385623526,0.2703215295651016
36,0.3035157121893537,0.24178316724487292
37,0.26353613574253143,0.15432769964184612
38,0.29419543715485674,0.12327341402903191
39,0.42608904956095484,0.31950468762957573
40,0.333107387068851,0.15107749935735137
41,0.3760405389842221,0.14624171991071666
42,0.30416782414667587,0.11485676229521036
43,0.3185374604022748,0.15155359891135345
44,0.3890125999740206,0.21305386880247212
45,0.31127688661617725,0.33583485312411887
46,0.30981992388896384,0.18254127959059518
47,0.37439559074535,0.20298047829916888
48,0.35157746517507316,0.1375323852371515
49,0.32092417095179404,0.13974873221901585
50,0.33432274478715374,0.28930925435068655
51,0.28487245472241973,0.09831699978202679
52,0.3349553858465124,0.18591355296181478
53,0.29770583613867685,0.17027046157801307
54,0.32821041679975904,0.16990085730132343
