,QualiteRect,QualiteCercle
2, 0.33638460527567937, 0.24372178473538475
3, 0.31279986812309657, 0.22503006466253983
4, 0.2992162641211267, 0.2061053684663947
5, 0.28550660941884454, 0.19337824320412844
6, 0.28578397564216873, 0.13221948638004455
7, 0.2800915389144787, 0.12430920787659816
8, 0.273095021534449, 0.11816414037610756
9, 0.2741663315270344, 0.11623557577267185
10, 0.2743109552327698, 0.04989151306687978
11, 0.274021146299811, 0.04965274250787699
12, 0.27249524014058624, 0.04839556432877701
13, 0.27223252222529615, 0.048179113776844584
14, 0.27166017301723566, 0.047707561230281526
15, 0.27095201362906995, 0.047124116091965096
16, 0.2676263787804607, 0.044384160205392265
17, 0.26715717523000304, 0.0648770232390985
18, 0.26984583761562186, 0.06443487491701361
19, 0.2690580564582725, 0.03256524125695237
20, 0.2687348796326341, 0.03230228941228619
21, 0.2707479308491212, 0.03130259987600881
22, 0.26923234558793396, 0.07168752712646276
23, 0.2733855626240105, 0.09081453840682774
24, 0.2728859881705079, 0.08763308870272457
25, 0.27229953152330366, 0.08713198360728258
26, 0.2701762098399092, 0.033271745757012194
27, 0.26855999934955643, 0.03195697964665656
28, 0.2674522036872311, 0.0310558023540215
29, 0.2669118900879395, 0.030616264302787854
30, 0.2669118900879395, 0.030616264302787854
31, 0.2698386926555232, 0.030381997204773636
32, 0.2694367797435482, 0.030055874027602902
33, 0.27235625585706935, 0.029817683766384384
34, 0.2743130420685742, 0.02880347570463826
35, 0.274106491611962, 0.02863671932637346
36, 0.274106491611962, 0.02863671932637346
37, 0.27409616584677976, 0.028628382926479512
38, 0.2739722697179161, 0.028528356666217336
39, 0.2732861151944408, 0.027974396897057385
40, 0.2732861151944408, 0.027974396897057385
41, 0.2732809589373937, 0.027970234046174935
42, 0.27278100041694153, 0.02756659769735892
43, 0.2724101509860022, 0.027267196238754732
44, 0.2724101509860022, 0.027267196238754732
45, 0.2724101509860022, 0.027267196238754732
46, 0.2724101509860022, 0.027267196238754732
47, 0.2723174723927373, 0.02719237313349998
48, 0.2717771162309086, 0.026756122166072593
49, 0.27165881377525225, 0.02666061190011315
50, 0.2709391863214696, 0.026079628106317587
51, 0.2708261760509585, 0.0259883904313869
52, 0.27030761399170977, 0.025569734707627134
53, 0.2701536671675797, 0.025445447328851234
54, 0.26970230499604253, 0.02508104474051609
55, 0.2692973780352421, 0.02475413114007008
56, 0.26929225403284396, 0.02474999432964542
57, 0.26929225403284396, 0.02474999432964542
58, 0.26923076923076916, 0.02470035520959457
59, 0.26893367664032675, 0.02446050057453797
60, 0.2689029508620133, 0.024435694434697064
61, 0.26880054234661754, 0.02435301597728312
62, 0.26880054234661754, 0.02435301597728312
63, 0.26873910517141186, 0.024303415308293275
64, 0.26862136721445085, 0.02420836078452626
65, 0.26862136721445085, 0.02420836078452626
66, 0.2682478218780251, 0.02390678281446612
67, 0.2682478218780251, 0.02390678281446612
68, 0.2682478218780251, 0.02390678281446612
69, 0.2681762081844361, 0.023848966238444458
70, 0.2681762081844361, 0.023848966238444458
71, 0.268012550107676, 0.023716838580137845
72, 0.26764958453779064, 0.023423802075345446
73, 0.27360000000000007, 0.023060834641259298
74, 0.27360000000000007, 0.023060834641259298
75, 0.27360000000000007, 0.023060834641259298
76, 0.27347169050977227, 0.02295776584873055
77, 0.2732715793205984, 0.022797019994288403
78, 0.2732715793205984, 0.022797019994288403
79, 0.2732715793205984, 0.022797019994288403
80, 0.2732715793205984, 0.022797019994288403
81, 0.2732510586519361, 0.02278053609635422
82, 0.2732510586519361, 0.02278053609635422
83, 0.2732510586519361, 0.02278053609635422
84, 0.2732510586519361, 0.02278053609635422
85, 0.2732356685845059, 0.02276817352158167
86, 0.2732356685845059, 0.02276817352158167
87, 0.2732356685845059, 0.02276817352158167
88, 0.27312281945709005, 0.02267752377088872
89, 0.27312281945709005, 0.02267752377088872
90, 0.2729843501379685, 0.02256629376367081
91, 0.2729843501379685, 0.02256629376367081
92, 0.2729843501379685, 0.02256629376367081
93, 0.2729843501379685, 0.02256629376367081
94, 0.27292281788630324, 0.022516865970999556
